# V->e channel integrated photon spectrum
MASS	Energy Spectrum
5.0	0.04949155661713962
6.0	0.06395428223514361
8.0	0.08797875094627555
10.0	0.10522581973364095
15.0	0.13224893424509457
20.0	0.15978301291412447
25.0	0.1689256574004803
30.0	0.18701632681267802
40.0	0.213452413612245
50.0	0.2220463918809693
60.0	0.23889166359818614
70.0	0.24714280581284456
80.0	0.26330375465487926
90.0	0.2712125971763243
100.0	0.27900437234716385
110.0	0.2784135432692031
120.0	0.2850614542821254
130.0	0.2910473019930264
140.0	0.2910473019930264
150.0	0.29629217759033594
160.0	0.3007639706303556
180.0	0.3044676111847915
200.0	0.3074192024875754
220.0	0.30741920248757537
240.0	0.3096468267912509
260.0	0.31117974239981033
280.0	0.31117974239981044
300.0	0.31203789582048286
330.0	0.3122383445816611
360.0	0.31179383926683746
400.0	0.31071274982130737
450.0	0.3090050742241431
500.0	0.3090050742241431
550.0	0.306683041247734
600.0	0.30376187068292865
650.0	0.30026331660309213
700.0	0.300263316603092
750.0	0.2962158412347429
800.0	0.2916522001098767
900.0	0.28661180688203297
1000.0	0.29003026501088963
1100.0	0.28113938560681545
1200.0	0.2752807048664954
1300.0	0.26908409772749897
1500.0	0.2625987118622594
1700.0	0.25587032790323994
2000.0	0.24185746315331955
2500.0	0.2346490432686534
3000.0	0.2199840321434039
4000.0	0.19769921622282816
5000.0	0.1902567405777979
6000.0	0.17541235329155536
7000.0	0.1680261219165721
8000.0	0.15336332440701003
9000.0	0.14610354171386966
10000.0	0.14657540064394947
12000.0	0.1317780876484651
15000.0	0.1177974515801654
20000.0	0.09775253148601039
30000.0	0.07925603977382513
50000.0	0.05779596640326896
100000.0	0.03047170483177777
