# Nu]\[Tau channel integrated photon spectrum
MASS	Energy Spectrum
5.0	0.0
6.0	0.0
8.0	0.0
10.0	0.0
15.0	0.0
20.0	0.0
25.0	0.0
30.0	0.0
40.0	0.0
50.0	0.0
60.0	0.0
70.0	0.0
80.0	0.0
90.0	0.0
100.0	0.0
110.0	0.0
120.0	0.0
130.0	0.002998503992755532
140.0	0.008203787165146921
150.0	0.015566331316016308
160.0	0.024582632658211555
180.0	0.044944079213965045
200.0	0.06875717071959658
220.0	0.0884451908958275
240.0	0.11561772376435499
260.0	0.14462165294640467
280.0	0.16442011680039734
300.0	0.19592826087169601
330.0	0.2392420956698871
360.0	0.2847093827114144
400.0	0.3413455956996265
450.0	0.4090769127134245
500.0	0.45404001691476126
550.0	0.5213457525807722
600.0	0.5903960076466853
650.0	0.6604802216406168
700.0	0.699440719732815
750.0	0.770316908396072
800.0	0.8423490841766199
900.0	0.9514296164679639
1000.0	1.0634868491474165
1100.0	1.1234214443423132
1200.0	1.2278225647482772
1300.0	1.3317805992221927
1500.0	1.4900771032218931
1700.0	1.6425351868454872
2000.0	1.888408840850267
2500.0	2.154371124780834
3000.0	2.453067753653592
4000.0	2.9430663916630873
5000.0	3.270713669016885
6000.0	3.6145858390683347
7000.0	3.8753364890208344
8000.0	4.157232140887316
9000.0	4.372012372440833
10000.0	4.631242251969423
12000.0	4.887082708043579
15000.0	5.302635540322712
20000.0	5.828601885308121
30000.0	6.539360742244197
50000.0	7.3841746752736395
100000.0	8.225587778475733
