# V->\[Mu channel integrated photon spectrum
MASS	Energy Spectrum
5.0	0.009482053370930155
6.0	0.012848312205678118
8.0	0.018742700047348137
10.0	0.023213437934715947
15.0	0.030686967662477048
20.0	0.03899844800506862
25.0	0.04193345298707317
30.0	0.04801722269613974
40.0	0.05759055343875537
50.0	0.060878832009333604
60.0	0.06757169718864361
70.0	0.07096796079548467
80.0	0.07784310737421296
90.0	0.0813165518776202
100.0	0.08481100521213396
110.0	0.08474597714333135
120.0	0.08813838318681438
130.0	0.09146908475062003
140.0	0.09146908475062004
150.0	0.09471351517914495
160.0	0.09785198092836075
180.0	0.10087171211827191
200.0	0.1037641980585679
220.0	0.10376419805856792
240.0	0.10652686403119363
260.0	0.1091615872829734
280.0	0.1091615872829734
300.0	0.11167096754501665
330.0	0.11405899370352565
360.0	0.11633016512387324
400.0	0.11848749451961366
450.0	0.1205335621565016
500.0	0.12053356215650161
550.0	0.12247042642212651
600.0	0.12429878928936285
650.0	0.12601917781814376
700.0	0.12601917781814376
750.0	0.12763200557965243
800.0	0.12913735369716597
900.0	0.13053573912483507
1000.0	0.1342199545566441
1100.0	0.13182840074629135
1200.0	0.13301680873657873
1300.0	0.1341033782863969
1500.0	0.1350916264587397
1700.0	0.13598551626597463
2000.0	0.13751125369968592
2500.0	0.13815531976950818
3000.0	0.13924017269619585
4000.0	0.14047140569120176
5000.0	0.1408059268983984
6000.0	0.1414017802199995
7000.0	0.14167473205278502
8000.0	0.14219321518680683
9000.0	0.1424446216330334
10000.0	0.14620642574272888
12000.0	0.14293654850867024
15000.0	0.14340190258428764
20000.0	0.1439505828078251
30000.0	0.1440478945546408
50000.0	0.1426254423804153
100000.0	0.13205917520096175
