# Tau]R channel integrated photon spectrum
MASS	Energy Spectrum
5.0	0.41062977451103716
6.0	0.5772165385225652
8.0	0.8455681367916197
10.0	1.026522698041142
15.0	1.2878246050007987
20.0	1.5233598767297958
25.0	1.598310757152015
30.0	1.730930422738441
40.0	1.9026545979079157
50.0	1.956906493694215
60.0	2.048334357565367
70.0	2.0921671385295832
80.0	2.164330554373613
90.0	2.198840464068598
100.0	2.229792520953794
110.0	2.230888406121745
120.0	2.2541902821495645
130.0	2.2749783214079895
140.0	2.2788289822193235
150.0	2.2933572548699304
160.0	2.2967764676229394
180.0	2.2994406563685788
200.0	2.2924841618653735
220.0	2.297638954531676
240.0	2.2808683983668443
260.0	2.2526176283342214
280.0	2.2580929196128654
300.0	2.2231125707950006
330.0	2.1812242396480834
360.0	2.1321374765495817
400.0	2.0795503357059606
450.0	2.019795761991877
500.0	2.0283283224793
550.0	1.9646324954946166
600.0	1.8962238043857147
650.0	1.8247808044352363
700.0	1.8316088679048426
750.0	1.7590982402034143
800.0	1.6855363839283257
900.0	1.617883948379883
1000.0	1.6415311662576944
1100.0	1.5597666048221273
1200.0	1.493323515803697
1300.0	1.4284926431121432
1500.0	1.3737144177155665
1700.0	1.3194439482718319
2000.0	1.2135260477013297
2500.0	1.1842981896678924
3000.0	1.1058655317445305
4000.0	1.019265220149304
5000.0	1.0176994868865825
6000.0	0.9851322733728891
7000.0	0.9842722392981134
8000.0	0.9614027835514642
9000.0	0.9621008793639304
10000.0	0.9993758535868179
12000.0	0.9804834052052067
15000.0	0.9947897013820571
20000.0	1.0148028505073283
30000.0	1.057796411461018
50000.0	1.109770843270082
100000.0	1.148206502702411
