# h channel integrated photon spectrum
MASS	Energy Spectrum
5.0	0.0
6.0	0.0
8.0	0.0
10.0	0.0
15.0	0.0
20.0	0.0
25.0	0.0
30.0	0.0
40.0	0.0
50.0	0.0
60.0	0.0
70.0	0.0
80.0	0.0
90.0	0.0
100.0	0.0
110.0	0.0
120.0	0.0
130.0	15.939090778278223
140.0	15.781985319708115
150.0	17.23092096081949
160.0	18.733324886093364
180.0	20.18495637442156
200.0	21.705651531704472
220.0	21.584554110178377
240.0	23.169488146075295
260.0	24.76643721380419
280.0	24.705165165847813
300.0	26.330408420464885
330.0	27.948881916134198
360.0	29.567888747782167
400.0	31.181896410712067
450.0	32.78584804858054
500.0	32.77747754683762
550.0	34.39194333732449
600.0	35.985308598038344
650.0	37.5470129659918
700.0	37.58105742839696
750.0	39.12236341770301
800.0	40.608971388860915
900.0	42.10810988449743
1000.0	43.67347248374236
1100.0	43.67767584695476
1200.0	45.08786868975461
1300.0	46.43090795940312
1500.0	47.83639353063417
1700.0	49.19328021272612
2000.0	51.55616356394503
2500.0	53.06067381410783
3000.0	55.244292497452236
4000.0	58.237356831109835
5000.0	59.827045591843124
6000.0	61.65062315357438
7000.0	62.94862841190414
8000.0	64.32901967496717
9000.0	65.39304768018448
10000.0	67.67177240498053
12000.0	68.15712814836574
15000.0	70.52590075704008
20000.0	73.93320497801638
30000.0	79.92761029960792
50000.0	89.73449166429178
100000.0	108.0621840493817
