# ZT channel integrated photon spectrum
MASS	Energy Spectrum
5.0	0.0
6.0	0.0
8.0	0.0
10.0	0.0
15.0	0.0
20.0	0.0
25.0	0.0
30.0	0.0
40.0	0.0
50.0	0.0
60.0	0.0
70.0	0.0
80.0	0.0
90.0	0.0
100.0	9.99646993717864
110.0	9.835094414489383
120.0	10.60312880536349
130.0	11.436839148967135
140.0	11.376646883486444
150.0	12.257778171160707
160.0	13.157331222387791
180.0	14.050997415637703
200.0	14.97754986046319
220.0	14.953262168267443
240.0	15.912698530087914
260.0	16.88187638722613
280.0	16.888824893949298
300.0	17.86697472548001
330.0	18.850025578487113
360.0	19.828124564266286
400.0	20.822858397873507
450.0	21.811093960759518
500.0	21.889750858001204
550.0	22.884865267741837
600.0	23.85304534955713
650.0	24.796035865774193
700.0	24.889913872258546
750.0	25.804039941251705
800.0	26.705816131443147
900.0	27.65106273590825
1000.0	28.6916636504743
1100.0	28.753409587560608
1200.0	29.641098318528986
1300.0	30.477068208977407
1500.0	31.45088903811335
1700.0	32.38218405169443
2000.0	33.93492821714748
2500.0	35.1878995177561
3000.0	36.75796195182361
4000.0	39.083657191779835
5000.0	40.55810680930938
6000.0	42.12270850592597
7000.0	43.33321676697032
8000.0	44.591522501202654
9000.0	45.62748128073492
10000.0	47.508721196835694
12000.0	48.31165457155387
15000.0	50.62925963410373
20000.0	53.957146167359916
30000.0	59.46339953904381
50000.0	68.02286213952853
100000.0	83.06074184316296
