Mass(Gev)   Energy       Nbound      Beta       Phi(cm^3 s^-1 GeV^-2)   +dPhi             -dPhi            cs(cm^3 s^-1)        +dcs             -dcs
5.0000     0.4106      113.6011     0.9505      7.45863e-33            1.24176e-32        3.92779e-33        1.14124e-29        1.90001e-29        6.00987e-30
6.0000     0.5772      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.16911e-29        1.94642e-29        6.15666e-30
8.0000     0.8456      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.41882e-29        2.36214e-29        7.47164e-30
10.0000     1.0265      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.82612e-29        3.04025e-29        9.61653e-30
15.0000     1.2878      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        3.27511e-29        5.45263e-29        1.72471e-29
20.0000     1.5234      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        4.92216e-29        8.19474e-29        2.59206e-29
25.0000     1.5983      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        7.33023e-29        1.22039e-28        3.86017e-29
30.0000     1.7309      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        9.74679e-29        1.62271e-28        5.13276e-29
40.0000     1.9027      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.57637e-28        2.62445e-28        8.30133e-29
50.0000     1.9585      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        2.39291e-28        3.98388e-28        1.26013e-28
60.0000     2.0509      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        3.2905e-28        5.47824e-28        1.73281e-28
70.0000     2.0953      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        4.38385e-28        7.29854e-28        2.30858e-28
80.0000     2.1677      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        5.53441e-28        9.21405e-28        2.91447e-28
90.0000     2.2023      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        6.89454e-28        1.14785e-27        3.63073e-28
100.0000     2.2332      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        8.39416e-28        1.39752e-27        4.42045e-28
