Mass(Gev)   Energy       Nbound      Beta       Phi(cm^3 s^-1 GeV^-2)   +dPhi             -dPhi            cs(cm^3 s^-1)        +dcs             -dcs
2000.0000     59.9732      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.25026e-26        2.08152e-26        6.58402e-27
2500.0000     63.4336      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.84697e-26        3.07496e-26        9.72633e-27
3000.0000     68.5687      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        2.46046e-26        4.09634e-26        1.2957e-26
4000.0000     76.7353      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        3.90862e-26        6.50734e-26        2.05832e-26
5000.0000     81.0794      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        5.78001e-26        9.62295e-26        3.04381e-26
6000.0000     86.9489      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        7.76135e-26        1.29216e-25        4.08721e-26
7000.0000     90.8396      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.01116e-25        1.68345e-25        5.32487e-26
8000.0000     96.2870      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.24598e-25        2.07439e-25        6.56146e-26
9000.0000     99.8859      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.52013e-25        2.53081e-25        8.00514e-26
10000.0000     104.7241      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.79e-25        2.98011e-25        9.42631e-26
12000.0000     108.3591      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        2.49113e-25        4.1474e-25        1.31185e-25
15000.0000     116.1146      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        3.63241e-25        6.04748e-25        1.91286e-25
20000.0000     127.3490      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        5.88794e-25        9.80264e-25        3.10065e-25
30000.0000     142.4974      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        1.18395e-24        1.97112e-24        6.23482e-25
50000.0000     163.9986      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        2.85758e-24        4.7575e-24        1.50483e-24
100000.0000     198.6678      113.6011     0.9500      7.45863e-33            1.24176e-32        3.92779e-33        9.43565e-24        1.57091e-23        4.96891e-24
