Mass(Gev)   Energy       Nbound      Beta       Phi(cm^3 s^-1 GeV^-2)   +dPhi             -dPhi            cs(cm^3 s^-1)        +dcs             -dcs
5.0000     0.4106      233.8012     0.9502      1.3563e-34            1.53783e-34        7.98983e-35        2.07527e-31        2.35301e-31        1.22252e-31
6.0000     0.5772      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        2.12596e-31        2.41048e-31        1.25238e-31
8.0000     0.8456      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        2.58003e-31        2.92533e-31        1.51987e-31
10.0000     1.0265      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        3.32068e-31        3.76511e-31        1.95618e-31
15.0000     1.2878      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        5.95558e-31        6.75265e-31        3.50836e-31
20.0000     1.5234      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        8.95064e-31        1.01485e-30        5.27271e-31
25.0000     1.5983      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.33296e-30        1.51135e-30        7.85228e-31
30.0000     1.7309      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.77239e-30        2.0096e-30        1.0441e-30
40.0000     1.9027      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        2.86653e-30        3.25017e-30        1.68864e-30
50.0000     1.9585      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        4.35136e-30        4.93372e-30        2.56333e-30
60.0000     2.0509      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        5.98356e-30        6.78437e-30        3.52484e-30
70.0000     2.0953      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        7.97176e-30        9.03867e-30        4.69607e-30
80.0000     2.1677      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.0064e-29        1.14109e-29        5.92856e-30
90.0000     2.2023      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.25373e-29        1.42152e-29        7.38556e-30
100.0000     2.2332      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.52642e-29        1.73071e-29        8.99199e-30
110.0000     2.2340      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.84628e-29        2.09338e-29        1.08762e-29
120.0000     2.2570      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        2.17482e-29        2.46589e-29        1.28116e-29
130.0000     2.2784      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        2.52848e-29        2.86688e-29        1.4895e-29
140.0000     2.2834      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        2.92594e-29        3.31754e-29        1.72364e-29
150.0000     2.2998      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        3.33492e-29        3.78125e-29        1.96456e-29
160.0000     2.3056      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        3.78497e-29        4.29153e-29        2.22968e-29
180.0000     2.3131      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        4.77462e-29        5.41363e-29        2.81267e-29
200.0000     2.3119      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        5.89783e-29        6.68717e-29        3.47434e-29
220.0000     2.3214      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        7.10705e-29        8.05823e-29        4.18668e-29
240.0000     2.3113      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        8.49511e-29        9.63206e-29        5.00437e-29
260.0000     2.2903      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.00613e-28        1.14079e-28        5.927e-29
280.0000     2.3002      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.16186e-28        1.31735e-28        6.84435e-29
300.0000     2.2733      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.34953e-28        1.53015e-28        7.94994e-29
330.0000     2.2424      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.65541e-28        1.87696e-28        9.75181e-29
360.0000     2.2052      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        2.00337e-28        2.2715e-28        1.18016e-28
400.0000     2.1674      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        2.51641e-28        2.8532e-28        1.48239e-28
450.0000     2.1255      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        3.24762e-28        3.68227e-28        1.91314e-28
500.0000     2.1445      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        3.97378e-28        4.50561e-28        2.3409e-28
550.0000     2.0992      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        4.91207e-28        5.56948e-28        2.89364e-28
600.0000     2.0500      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        5.98617e-28        6.78733e-28        3.52638e-28
650.0000     1.9984      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        7.20668e-28        8.17119e-28        4.24537e-28
700.0000     2.0148      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        8.28996e-28        9.39945e-28        4.88352e-28
750.0000     1.9629      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        9.76824e-28        1.10756e-27        5.75436e-28
800.0000     1.9106      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.14186e-27        1.29468e-27        6.72657e-28
900.0000     1.8739      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.47342e-27        1.67062e-27        8.67976e-28
1000.0000     1.9280      233.8012     0.9500      1.3563e-34            1.53783e-34        7.98983e-35        1.768e-27        2.00462e-27        1.04151e-27
