Mass(Gev)   Energy       Nbound      Beta       Phi(cm^3 s^-1 GeV^-2)   +dPhi             -dPhi            cs(cm^3 s^-1)        +dcs             -dcs
5.0000     0.0000      233.8012     0.9502      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
6.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
8.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
10.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
15.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
20.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
25.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
30.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
40.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
50.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
60.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
70.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
80.0000     0.0000      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        inf        nan        nan
90.0000     8.8396      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        5.63958e-26        1.17964e-25        4.27781e-26
100.0000     9.4701      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        6.49887e-26        1.35938e-25        4.92961e-26
110.0000     9.3348      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        7.97756e-26        1.66868e-25        6.05125e-26
120.0000     10.0042      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        8.85872e-26        1.85299e-25        6.71964e-26
130.0000     10.7572      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        9.66894e-26        2.02247e-25        7.33422e-26
140.0000     10.7197      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        1.1253e-25        2.3538e-25        8.53575e-26
150.0000     11.5108      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        1.20301e-25        2.51636e-25        9.12526e-26
160.0000     12.3170      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        1.27917e-25        2.67566e-25        9.70295e-26
180.0000     13.1456      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        1.5169e-25        3.17293e-25        1.15062e-25
200.0000     13.9950      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        1.75906e-25        3.67945e-25        1.33431e-25
220.0000     14.0115      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        2.12595e-25        4.44689e-25        1.61261e-25
240.0000     14.8911      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        2.38061e-25        4.97955e-25        1.80577e-25
260.0000     15.7816      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        2.63625e-25        5.51429e-25        1.99969e-25
280.0000     15.8215      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        3.04973e-25        6.37917e-25        2.31333e-25
300.0000     16.7090      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        3.315e-25        6.93403e-25        2.51454e-25
330.0000     17.6237      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        3.80296e-25        7.95472e-25        2.88468e-25
360.0000     18.5512      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        4.29957e-25        8.99348e-25        3.26137e-25
400.0000     19.4858      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        5.05351e-25        1.05705e-24        3.83326e-25
450.0000     20.4425      233.8012     0.9500      2.44879e-30            5.12218e-30        1.85749e-30        6.09653e-25        1.27522e-24        4.62443e-25
